Date,Hour,t_index,Weather_Indicator
2023-05-04,19,699,0.0
2023-05-04,20,700,0.0
2023-05-04,20,701,0.0
2023-05-04,20,702,0.0
2023-05-04,20,703,0.0
2023-05-04,20,704,0.0
2023-05-04,20,705,0.0
2023-05-04,20,706,0.0
2023-05-04,20,707,0.0
2023-05-04,20,708,0.0
2023-05-04,20,709,0.0
2023-05-04,20,710,0.0
2023-05-04,20,711,0.0
2023-05-04,21,712,0.0
2023-05-04,21,713,0.0
2023-05-04,21,714,0.0
2023-05-04,21,715,0.0
2023-05-04,21,716,0.0
2023-05-04,21,717,0.0
2023-05-04,21,718,0.0
2023-05-04,21,719,0.0
2023-05-04,21,720,0.0
2023-05-04,21,721,0.0
2023-05-04,21,722,0.0
2023-05-04,21,723,0.0
2023-05-04,22,724,0.0
2023-05-05,7,725,0.0
2023-05-05,7,726,0.0
2023-05-05,7,727,0.0
2023-05-05,7,728,0.0
2023-05-05,7,729,0.0
2023-05-05,7,730,0.0
2023-05-05,7,731,0.0
2023-05-05,7,732,0.0
2023-05-05,7,733,0.0
2023-05-05,7,734,0.0
2023-05-05,7,735,0.0
2023-05-05,7,736,0.0
2023-05-05,8,737,0.0
2023-05-05,8,738,0.0
2023-05-05,8,739,0.0
2023-05-05,8,740,0.0
2023-05-05,8,741,0.0
2023-05-05,8,742,0.0
2023-05-05,8,743,0.0
2023-05-05,8,744,0.0
2023-05-05,8,745,0.0
2023-05-05,8,746,0.0
2023-05-05,8,747,0.0
2023-05-05,8,748,0.0
2023-05-05,9,749,0.0
2023-05-05,9,750,0.0
2023-05-05,9,751,0.0
2023-05-05,9,752,0.0
2023-05-05,9,753,0.0
2023-05-05,9,754,0.0
2023-05-05,9,755,0.0
2023-05-05,9,756,0.0
2023-05-05,9,757,0.0
2023-05-05,9,758,0.0
2023-05-05,9,759,0.0
2023-05-05,9,760,0.0
2023-05-05,10,761,0.0
2023-05-05,10,762,0.0
2023-05-05,10,763,0.0
2023-05-05,10,764,0.0
2023-05-05,10,765,0.0
2023-05-05,10,766,0.0
2023-05-05,10,767,0.0
2023-05-05,10,768,0.0
2023-05-05,10,769,0.0
2023-05-05,10,770,0.0
2023-05-05,10,771,0.0
2023-05-05,10,772,0.0
2023-05-05,11,773,0.0
2023-05-05,11,774,0.0
2023-05-05,11,775,0.0
2023-05-05,11,776,0.0
2023-05-05,11,777,0.0
2023-05-05,11,778,0.0
2023-05-05,11,779,0.0
2023-05-05,11,780,0.0
2023-05-05,11,781,0.0
2023-05-05,11,782,0.0
2023-05-05,11,783,0.0
2023-05-05,11,784,0.0
2023-05-05,12,785,0.0
2023-05-05,12,786,0.0
2023-05-05,12,787,0.0
2023-05-05,12,788,0.0
2023-05-05,12,789,0.0
2023-05-05,12,790,0.0
2023-05-05,12,791,0.0
2023-05-05,12,792,0.0
2023-05-05,12,793,0.0
2023-05-05,12,794,0.0
2023-05-05,12,795,0.0
2023-05-05,12,796,0.0
2023-05-05,13,797,0.0
2023-05-05,13,798,0.0
2023-05-05,13,799,0.0
2023-05-05,13,800,0.0
2023-05-05,13,801,0.0
2023-05-05,13,802,0.0
2023-05-05,13,803,0.0
2023-05-05,13,804,0.0
2023-05-05,13,805,0.0
2023-05-05,13,806,0.0
2023-05-05,13,807,0.0
2023-05-05,13,808,0.0
2023-05-05,14,809,0.0
2023-05-05,14,810,0.0
2023-05-05,14,811,0.0
2023-05-05,14,812,0.0
2023-05-05,14,813,0.0
2023-05-05,14,814,0.0
2023-05-05,14,815,0.0
2023-05-05,14,816,0.0
2023-05-05,14,817,0.0
2023-05-05,14,818,0.0
2023-05-05,14,819,0.0
2023-05-05,14,820,0.0
2023-05-05,15,821,0.0
2023-05-05,15,822,0.0
2023-05-05,15,823,0.0
2023-05-05,15,824,0.0
2023-05-05,15,825,0.0
2023-05-05,15,826,0.0
2023-05-05,15,827,0.0
2023-05-05,15,828,0.0
2023-05-05,15,829,0.0
2023-05-05,15,830,0.0
2023-05-05,15,831,0.0
2023-05-05,15,832,0.0
